System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
gbna6;SCT;A697;;;;sct.a697;
gbna6;SCT;A698;;;;sct.a698;
gbna6;ENG;A698;;;;eng.a698;
gbna6;SCT;A699;;;;sct.a699;
gbna6;ENG;A6001;;;;eng.a6001;
gbna6;ENG;A6002;;;;eng.a6002;
gbna6;ENG;A6003;;;;eng.a6003;
gbna6;ENG;A6004;;;;eng.a6004;
gbna6;ENG;A6005;;;;eng.a6005;
gbna6;ENG;A6006;;;;eng.a6006;
gbna6;ENG;A6007;;;;eng.a6007;
gbna6;ENG;A6008;;;;eng.a6008;
gbna6;ENG;A6009;;;;eng.a6009;
gbna6;ENG;A6010;;;;eng.a6010;
gbna6;ENG;A6011;;;;eng.a6011;
gbna6;ENG;A6013;;Ket;Kettering;eng.a6013ket;
gbna6;ENG;A6013;;;Bamford;eng.a6013;
gbna6;ENG;A6014;;;;eng.a6014;
gbna6;ENG;A6015;;;;eng.a6015;
gbna6;ENG;A6016;;;;eng.a6016;
gbna6;ENG;A6017;;;;eng.a6017;
gbna6;ENG;A6018;;;;eng.a6018;
gbna6;ENG;A6019;;;;eng.a6019;
gbna6;ENG;A6020;;;;eng.a6020;
gbna6;ENG;A6021;;;;eng.a6021;
gbna6;ENG;A6021;;Rot;Rotherham;eng.a6021rot;
gbna6;ENG;A6022;;;;eng.a6022;
gbna6;ENG;A6023;;;;eng.a6023;
gbna6;ENG;A6024;;;;eng.a6024;
gbna6;ENG;A6025;;;;eng.a6025;
gbna6;ENG;A6026;;;;eng.a6026;
gbna6;ENG;A6027;;;;eng.a6027;
gbna6;ENG;A6029;;;;eng.a6029;
gbna6;ENG;A6030;;;;eng.a6030;
gbna6;ENG;A6032;;;;eng.a6032;
gbna6;ENG;A6033;;;;eng.a6033;
gbna6;ENG;A6034;;;;eng.a6034;
gbna6;ENG;A6035;;;;eng.a6035;
gbna6;ENG;A6036;;;;eng.a6036;
gbna6;ENG;A6037;;;;eng.a6037;
gbna6;ENG;A6038;;;;eng.a6038;
gbna6;ENG;A6040;;;;eng.a6040;
gbna6;ENG;A6041;;;;eng.a6041;
gbna6;ENG;A6042;;;;eng.a6042;
gbna6;ENG;A6043;;;;eng.a6043;
gbna6;ENG;A6044;;;;eng.a6044;
gbna6;ENG;A6045;;;;eng.a6045;
gbna6;ENG;A6046;;;;eng.a6046;
gbna6;ENG;A6048;;;;eng.a6048;
gbna6;ENG;A6050;;;;eng.a6050;
gbna6;ENG;A6051;;;;eng.a6051;
gbna6;ENG;A6052;;;;eng.a6052;
gbna6;ENG;A6053;;;;eng.a6053;
gbna6;ENG;A6055;;;;eng.a6055;
gbna6;ENG;A6060;;;;eng.a6060;
gbna6;ENG;A6061;;;;eng.a6061;
gbna6;ENG;A6062;;;;eng.a6062;
gbna6;ENG;A6063;;;;eng.a6063;
gbna6;ENG;A6066;;;;eng.a6066;
gbna6;ENG;A6068;;;;eng.a6068;
gbna6;ENG;A6069;;;;eng.a6069;
gbna6;ENG;A6070;;;;eng.a6070;
gbna6;ENG;A6071;;;;eng.a6071;
gbna6;ENG;A6072;;;;eng.a6072;
gbna6;ENG;A6075;;;;eng.a6075;
gbna6;ENG;A6076;;;;eng.a6076;
gbna6;ENG;A6077;;;;eng.a6077;
gbna6;ENG;A6078;;;;eng.a6078;
gbna6;ENG;A6079;;;;eng.a6079;
gbna6;ENG;A6085;;;;eng.a6085;
gbna6;ENG;A6086;;;;eng.a6086;
gbna6;SCT;A6088;;;;sct.a6088;
gbna6;SCT;A6089;;;;sct.a6089;
gbna6;SCT;A6091;;;;sct.a6091;
gbna6;SCT;A6093;;;;sct.a6093;
gbna6;SCT;A6094;;;;sct.a6094;
gbna6;SCT;A6095;;;;sct.a6095;
gbna6;ENG;A6096;;;;eng.a6096;
gbna6;ENG;A6097;;;;eng.a6097;
gbna6;ENG;A6098;;;;eng.a6098;
gbna6;ENG;A6099;;;;eng.a6099;
gbna6;ENG;A6101;;;;eng.a6101;
gbna6;ENG;A6102;;;;eng.a6102;
gbna6;ENG;A6104;;;;eng.a6104;
gbna6;SCT;A6105;;;;sct.a6105;
gbna6;ENG;A6105;;;;eng.a6105;
gbna6;ENG;A6106;;;;sct.a6106;
gbna6;ENG;A6107;;;;eng.a6107;
gbna6;ENG;A6108;;;;eng.a6108;
gbna6;ENG;A6109;;;;eng.a6109;
gbna6;ENG;A6110;;;;eng.a6110;
gbna6;SCT;A6112;;;;sct.a6112;
gbna6;ENG;A6114;;;;eng.a6114;
gbna6;ENG;A6116;;;;eng.a6116;
gbna6;ENG;A6117;;;;eng.a6117;
gbna6;ENG;A6118;;;;eng.a6118;
gbna6;ENG;A6119;;;;eng.a6119;
gbna6;ENG;A6120;;;;eng.a6120;
gbna6;ENG;A6121;;;;eng.a6121;
gbna6;ENG;A6123;;;;eng.a6123;
gbna6;SCT;A6124;;;;sct.a6124;
gbna6;ENG;A6129;;;;eng.a6129;
gbna6;ENG;A6130;;;;eng.a6130;
gbna6;ENG;A6131;;;;eng.a6131;
gbna6;ENG;A6133;;;;eng.a6133;
gbna6;ENG;A6135;;;;eng.a6135;
gbna6;ENG;A6136;;;;eng.a6136;
gbna6;ENG;A6136;;Bro;Brompton-on-Swale;eng.a6136bro;
gbna6;SCT;A6137;;;;sct.a6137;
gbna6;ENG;A6139;;;;eng.a6139;
gbna6;ENG;A6140;;;;eng.a6140;
gbna6;ENG;A6142;;;;eng.a6142;
gbna6;ENG;A6143;;;;eng.a6143;
gbna6;ENG;A6144;;;;eng.a6144;
gbna6;ENG;A6144;;Urm;Urmston;eng.a6144urm;
gbna6;ENG;A6145;;;;eng.a6145;
gbna6;ENG;A6175;;;;eng.a6175;
gbna6;ENG;A6176;;;;eng.a6176;
gbna6;ENG;A6177;;;;eng.a6177;
gbna6;ENG;A6178;;;;eng.a6178;
gbna6;ENG;A6181;;;;eng.a6181;
gbna6;ENG;A6182;;;;eng.a6182;
gbna6;ENG;A6183;;;;eng.a6183;
gbna6;ENG;A6185;;;;eng.a6185;
gbna6;ENG;A6186;;;;eng.a6186;
gbna6;ENG;A6187;;;;eng.a6187;
gbna6;ENG;A6191;;;;eng.a6191;
gbna6;ENG;A6192;;;;eng.a6192;
gbna6;ENG;A6193;;;;eng.a6193;
gbna6;ENG;A6195;;;;eng.a6195;
gbna6;ENG;A6200;;;;eng.a6200;
gbna6;ENG;A6201;;;;eng.a6201;
gbna6;ENG;A6211;;;;eng.a6211;
gbna6;ENG;A6464;;;;eng.a6464;
gbna6;ENG;A6514;;;;eng.a6514;
gbna6;ENG;A6520;;;;eng.a6520;
gbna6;ENG;A6539;;;;eng.a6539;
gbna6;ENG;A6900;;;;eng.a6900;
